image,mask_ratio,attack,bit_accuracy,message_success,psnr_watermarked,psnr_attacked
000000230166.png,1.0,random_crop_0.5,0.500000,0,7.0081,7.0015
000000230166.png,1.0,jpeg_q30,1.000000,1,7.0081,9.9173
000000249180.png,0.5,none,1.000000,1,9.9383,9.9383
000000249180.png,0.5,center_crop_0.5,0.500000,0,9.9383,6.4929
000000249180.png,0.5,center_crop_0.75,0.687500,0,9.9383,6.9376
000000249180.png,0.5,random_crop_0.5,0.437500,0,9.9383,7.3769
000000249180.png,0.5,jpeg_q30,1.000000,1,9.9383,12.7888
000000249180.png,0.6,none,1.000000,1,9.1873,9.1873
000000249180.png,0.6,center_crop_0.5,0.500000,0,9.1873,6.4929
000000249180.png,0.6,center_crop_0.75,0.687500,0,9.1873,6.6852
000000249180.png,0.6,random_crop_0.5,0.531250,0,9.1873,6.5917
000000249180.png,0.6,jpeg_q30,1.000000,1,9.1873,12.0345
000000249180.png,0.7,none,1.000000,1,8.5240,8.5240
000000249180.png,0.7,center_crop_0.5,0.500000,0,8.5240,6.4929
000000249180.png,0.7,center_crop_0.75,0.687500,0,8.5240,6.6852
000000249180.png,0.7,random_crop_0.5,0.531250,0,8.5240,6.9554
000000249180.png,0.7,jpeg_q30,1.000000,1,8.5240,11.3766
000000249180.png,0.8,none,1.000000,1,7.9802,7.9802
000000249180.png,0.8,center_crop_0.5,0.500000,0,7.9802,6.4929
000000249180.png,0.8,center_crop_0.75,0.687500,0,7.9802,6.6852
000000249180.png,0.8,random_crop_0.5,0.500000,0,7.9802,7.0892
000000249180.png,0.8,jpeg_q30,1.000000,1,7.9802,10.8128
000000249180.png,0.9,none,1.000000,1,7.4874,7.4874
000000249180.png,0.9,center_crop_0.5,0.500000,0,7.4874,6.4929
000000249180.png,0.9,center_crop_0.75,0.687500,0,7.4874,6.6852
000000249180.png,0.9,random_crop_0.5,0.531250,0,7.4874,6.4838
000000249180.png,0.9,jpeg_q30,1.000000,1,7.4874,10.3131
000000249180.png,1.0,none,1.000000,1,7.0130,7.0130
000000249180.png,1.0,center_crop_0.5,0.500000,0,7.0130,6.4929
000000249180.png,1.0,center_crop_0.75,0.687500,0,7.0130,6.6852
000000249180.png,1.0,random_crop_0.5,0.500000,0,7.0130,6.5695
000000249180.png,1.0,jpeg_q30,1.000000,1,7.0130,9.7755
000000260657.png,0.5,none,1.000000,1,10.3246,10.3246
000000260657.png,0.5,center_crop_0.5,0.500000,0,10.3246,6.2740
000000260657.png,0.5,center_crop_0.75,0.781250,0,10.3246,6.9016
000000260657.png,0.5,random_crop_0.5,0.593750,0,10.3246,6.6027
000000260657.png,0.5,jpeg_q30,0.968750,0,10.3246,12.9137
000000260657.png,0.6,none,1.000000,1,9.5435,9.5435
000000260657.png,0.6,center_crop_0.5,0.500000,0,9.5435,6.2740
000000260657.png,0.6,center_crop_0.75,0.843750,0,9.5435,6.7053
000000260657.png,0.6,random_crop_0.5,0.562500,0,9.5435,6.6819
000000260657.png,0.6,jpeg_q30,1.000000,1,9.5435,12.1632
000000260657.png,0.7,none,1.000000,1,8.8619,8.8619
000000260657.png,0.7,center_crop_0.5,0.500000,0,8.8619,6.2740
000000260657.png,0.7,center_crop_0.75,0.843750,0,8.8619,6.7053
000000260657.png,0.7,random_crop_0.5,0.437500,0,8.8619,6.0856
000000260657.png,0.7,jpeg_q30,0.968750,0,8.8619,11.5001
000000260657.png,0.8,none,1.000000,1,8.3238,8.3238
000000260657.png,0.8,center_crop_0.5,0.500000,0,8.3238,6.2740
000000260657.png,0.8,center_crop_0.75,0.843750,0,8.3238,6.7053
000000260657.png,0.8,random_crop_0.5,0.531250,0,8.3238,6.3142
000000260657.png,0.8,jpeg_q30,1.000000,1,8.3238,10.9619
000000260657.png,0.9,none,1.000000,1,7.8090,7.8090
000000260657.png,0.9,center_crop_0.5,0.500000,0,7.8090,6.2740
000000260657.png,0.9,center_crop_0.75,0.843750,0,7.8090,6.7053
000000260657.png,0.9,random_crop_0.5,0.593750,0,7.8090,6.7752
000000260657.png,0.9,jpeg_q30,1.000000,1,7.8090,10.4340
000000260657.png,1.0,none,1.000000,1,7.3282,7.3282
000000260657.png,1.0,center_crop_0.5,0.500000,0,7.3282,6.2740
000000260657.png,1.0,center_crop_0.75,0.843750,0,7.3282,6.7053
000000260657.png,1.0,random_crop_0.5,0.468750,0,7.3282,6.8216
000000260657.png,1.0,jpeg_q30,1.000000,1,7.3282,9.8914
000000262938.png,0.5,none,1.000000,1,10.1354,10.1354
000000262938.png,0.5,center_crop_0.5,0.500000,0,10.1354,6.1654
000000262938.png,0.5,center_crop_0.75,0.656250,0,10.1354,6.3786
000000262938.png,0.5,random_crop_0.5,0.500000,0,10.1354,6.3295
000000262938.png,0.5,jpeg_q30,1.000000,1,10.1354,12.9052
000000262938.png,0.6,none,1.000000,1,9.3609,9.3609
000000262938.png,0.6,center_crop_0.5,0.500000,0,9.3609,6.1654
000000262938.png,0.6,center_crop_0.75,0.687500,0,9.3609,6.2232
000000262938.png,0.6,random_crop_0.5,0.656250,0,9.3609,6.4762
000000262938.png,0.6,jpeg_q30,1.000000,1,9.3609,12.1396
000000262938.png,0.7,none,1.000000,1,8.6930,8.6930
000000262938.png,0.7,center_crop_0.5,0.500000,0,8.6930,6.1654
000000262938.png,0.7,center_crop_0.75,0.687500,0,8.6930,6.2232
000000262938.png,0.7,random_crop_0.5,0.531250,0,8.6930,6.0493
000000262938.png,0.7,jpeg_q30,1.000000,1,8.6930,11.4790
000000262938.png,0.8,none,1.000000,1,8.1486,8.1486
000000262938.png,0.8,center_crop_0.5,0.500000,0,8.1486,6.1654
000000262938.png,0.8,center_crop_0.75,0.687500,0,8.1486,6.2232
000000262938.png,0.8,random_crop_0.5,0.531250,0,8.1486,6.0813
000000262938.png,0.8,jpeg_q30,1.000000,1,8.1486,10.9047
000000262938.png,0.9,none,1.000000,1,7.6655,7.6655
000000262938.png,0.9,center_crop_0.5,0.500000,0,7.6655,6.1654
000000262938.png,0.9,center_crop_0.75,0.687500,0,7.6655,6.2232
000000262938.png,0.9,random_crop_0.5,0.562500,0,7.6655,6.2138
000000262938.png,0.9,jpeg_q30,1.000000,1,7.6655,10.3713
000000262938.png,1.0,none,1.000000,1,7.2238,7.2238
000000262938.png,1.0,center_crop_0.5,0.500000,0,7.2238,6.1654
000000262938.png,1.0,center_crop_0.75,0.687500,0,7.2238,6.2232
000000262938.png,1.0,random_crop_0.5,0.500000,0,7.2238,6.1874
000000262938.png,1.0,jpeg_q30,1.000000,1,7.2238,9.8251
000000263299.png,0.5,none,1.000000,1,10.2170,10.2170
000000263299.png,0.5,center_crop_0.5,0.500000,0,10.2170,6.7579
000000263299.png,0.5,center_crop_0.75,0.625000,0,10.2170,7.4989
000000263299.png,0.5,random_crop_0.5,0.562500,0,10.2170,6.9092
000000263299.png,0.5,jpeg_q30,1.000000,1,10.2170,12.9232
000000263299.png,0.6,none,1.000000,1,9.4535,9.4535
000000263299.png,0.6,center_crop_0.5,0.500000,0,9.4535,6.7579
000000263299.png,0.6,center_crop_0.75,0.718750,0,9.4535,7.1131
000000263299.png,0.6,random_crop_0.5,0.406250,0,9.4535,7.0371
000000263299.png,0.6,jpeg_q30,1.000000,1,9.4535,12.1635
000000263299.png,0.7,none,1.000000,1,8.7933,8.7933
000000263299.png,0.7,center_crop_0.5,0.500000,0,8.7933,6.7579
000000263299.png,0.7,center_crop_0.75,0.718750,0,8.7933,7.1131
000000263299.png,0.7,random_crop_0.5,0.531250,0,8.7933,6.3438
000000263299.png,0.7,jpeg_q30,1.000000,1,8.7933,11.4737
000000263299.png,0.8,none,1.000000,1,8.2839,8.2839
000000263299.png,0.8,center_crop_0.5,0.500000,0,8.2839,6.7579
000000263299.png,0.8,center_crop_0.75,0.718750,0,8.2839,7.1131
000000263299.png,0.8,random_crop_0.5,0.500000,0,8.2839,6.5296
000000263299.png,0.8,jpeg_q30,1.000000,1,8.2839,10.9445
000000263299.png,0.9,none,1.000000,1,7.7634,7.7634
000000263299.png,0.9,center_crop_0.5,0.500000,0,7.7634,6.7579
000000263299.png,0.9,center_crop_0.75,0.718750,0,7.7634,7.1131
000000263299.png,0.9,random_crop_0.5,0.531250,0,7.7634,6.1316
000000263299.png,0.9,jpeg_q30,1.000000,1,7.7634,10.3818
000000263299.png,1.0,none,1.000000,1,7.3008,7.3008
000000263299.png,1.0,center_crop_0.5,0.500000,0,7.3008,6.7579
000000263299.png,1.0,center_crop_0.75,0.718750,0,7.3008,7.1131
000000263299.png,1.0,random_crop_0.5,0.500000,0,7.3008,6.8418
000000263299.png,1.0,jpeg_q30,1.000000,1,7.3008,9.8456
000000319617.png,0.5,none,1.000000,1,9.7874,9.7874
000000319617.png,0.5,center_crop_0.5,0.500000,0,9.7874,6.4627
000000319617.png,0.5,center_crop_0.75,0.562500,0,9.7874,7.3075
000000319617.png,0.5,random_crop_0.5,0.468750,0,9.7874,7.5636
000000319617.png,0.5,jpeg_q30,1.000000,1,9.7874,12.8891
000000319617.png,0.6,none,1.000000,1,9.0228,9.0228
000000319617.png,0.6,center_crop_0.5,0.500000,0,9.0228,6.4627
000000319617.png,0.6,center_crop_0.75,0.656250,0,9.0228,6.9292
000000319617.png,0.6,random_crop_0.5,0.468750,0,9.0228,7.1727
000000319617.png,0.6,jpeg_q30,1.000000,1,9.0228,12.1357
000000319617.png,0.7,none,1.000000,1,8.3565,8.3565
000000319617.png,0.7,center_crop_0.5,0.500000,0,8.3565,6.4627
000000319617.png,0.7,center_crop_0.75,0.656250,0,8.3565,6.9292
000000319617.png,0.7,random_crop_0.5,0.468750,0,8.3565,6.7819
000000319617.png,0.7,jpeg_q30,1.000000,1,8.3565,11.4649
000000319617.png,0.8,none,1.000000,1,7.8149,7.8149
000000319617.png,0.8,center_crop_0.5,0.500000,0,7.8149,6.4627
000000319617.png,0.8,center_crop_0.75,0.656250,0,7.8149,6.9292
000000319617.png,0.8,random_crop_0.5,0.625000,0,7.8149,6.3520
000000319617.png,0.8,jpeg_q30,1.000000,1,7.8149,10.8915
000000319617.png,0.9,none,1.000000,1,7.2932,7.2932
000000319617.png,0.9,center_crop_0.5,0.500000,0,7.2932,6.4627
000000319617.png,0.9,center_crop_0.75,0.656250,0,7.2932,6.9292
000000319617.png,0.9,random_crop_0.5,0.500000,0,7.2932,6.8309
000000319617.png,0.9,jpeg_q30,1.000000,1,7.2932,10.3478
000000319617.png,1.0,none,1.000000,1,6.8171,6.8171
000000319617.png,1.0,center_crop_0.5,0.500000,0,6.8171,6.4627
000000319617.png,1.0,center_crop_0.75,0.656250,0,6.8171,6.9292
000000319617.png,1.0,random_crop_0.5,0.562500,0,6.8171,6.9514
000000319617.png,1.0,jpeg_q30,1.000000,1,6.8171,9.8088
000000322895.png,0.5,none,1.000000,1,10.2401,10.2401
000000322895.png,0.5,center_crop_0.5,0.500000,0,10.2401,7.3762
000000322895.png,0.5,center_crop_0.75,0.687500,0,10.2401,7.9395
000000322895.png,0.5,random_crop_0.5,0.468750,0,10.2401,6.9883
000000322895.png,0.5,jpeg_q30,1.000000,1,10.2401,12.9803
000000322895.png,0.6,none,1.000000,1,9.4324,9.4324
000000322895.png,0.6,center_crop_0.5,0.500000,0,9.4324,7.3762
000000322895.png,0.6,center_crop_0.75,0.781250,0,9.4324,7.4867
000000322895.png,0.6,random_crop_0.5,0.531250,0,9.4324,7.8501
000000322895.png,0.6,jpeg_q30,1.000000,1,9.4324,12.2271
000000322895.png,0.7,none,1.000000,1,8.7425,8.7425
000000322895.png,0.7,center_crop_0.5,0.500000,0,8.7425,7.3762
000000322895.png,0.7,center_crop_0.75,0.781250,0,8.7425,7.4867
000000322895.png,0.7,random_crop_0.5,0.437500,0,8.7425,7.1355
000000322895.png,0.7,jpeg_q30,1.000000,1,8.7425,11.5547
000000322895.png,0.8,none,1.000000,1,8.1709,8.1709
000000322895.png,0.8,center_crop_0.5,0.500000,0,8.1709,7.3762
000000322895.png,0.8,center_crop_0.75,0.781250,0,8.1709,7.4867
000000322895.png,0.8,random_crop_0.5,0.437500,0,8.1709,7.2631
000000322895.png,0.8,jpeg_q30,1.000000,1,8.1709,10.9552
000000322895.png,0.9,none,1.000000,1,7.6350,7.6350
000000322895.png,0.9,center_crop_0.5,0.500000,0,7.6350,7.3762
000000322895.png,0.9,center_crop_0.75,0.781250,0,7.6350,7.4867
000000322895.png,0.9,random_crop_0.5,0.406250,0,7.6350,6.6403
000000322895.png,0.9,jpeg_q30,1.000000,1,7.6350,10.4200
000000322895.png,1.0,none,1.000000,1,7.1307,7.1307
000000322895.png,1.0,center_crop_0.5,0.500000,0,7.1307,7.3762
000000322895.png,1.0,center_crop_0.75,0.781250,0,7.1307,7.4867
000000322895.png,1.0,random_crop_0.5,0.500000,0,7.1307,6.9084
000000322895.png,1.0,jpeg_q30,1.000000,1,7.1307,9.8884
000000326128.png,0.5,none,1.000000,1,10.3774,10.3774
000000326128.png,0.5,center_crop_0.5,0.500000,0,10.3774,6.4802
000000326128.png,0.5,center_crop_0.75,0.687500,0,10.3774,7.5024
000000326128.png,0.5,random_crop_0.5,0.468750,0,10.3774,6.1159
000000326128.png,0.5,jpeg_q30,1.000000,1,10.3774,12.9179
000000326128.png,0.6,none,1.000000,1,9.5840,9.5840
000000326128.png,0.6,center_crop_0.5,0.500000,0,9.5840,6.4802
000000326128.png,0.6,center_crop_0.75,0.750000,0,9.5840,7.1802
000000326128.png,0.6,random_crop_0.5,0.656250,0,9.5840,6.5656
000000326128.png,0.6,jpeg_q30,1.000000,1,9.5840,12.1495
000000326128.png,0.7,none,1.000000,1,8.8885,8.8885
000000326128.png,0.7,center_crop_0.5,0.500000,0,8.8885,6.4802
000000326128.png,0.7,center_crop_0.75,0.750000,0,8.8885,7.1802
000000326128.png,0.7,random_crop_0.5,0.468750,0,8.8885,7.5006
000000326128.png,0.7,jpeg_q30,1.000000,1,8.8885,11.4798
000000326128.png,0.8,none,1.000000,1,8.3144,8.3144
000000326128.png,0.8,center_crop_0.5,0.500000,0,8.3144,6.4802
000000326128.png,0.8,center_crop_0.75,0.750000,0,8.3144,7.1802
000000326128.png,0.8,random_crop_0.5,0.656250,0,8.3144,7.0431
000000326128.png,0.8,jpeg_q30,1.000000,1,8.3144,10.8901
000000326128.png,0.9,none,1.000000,1,7.8047,7.8047
000000326128.png,0.9,center_crop_0.5,0.500000,0,7.8047,6.4802
000000326128.png,0.9,center_crop_0.75,0.750000,0,7.8047,7.1802
000000326128.png,0.9,random_crop_0.5,0.500000,0,7.8047,6.7060
000000326128.png,0.9,jpeg_q30,1.000000,1,7.8047,10.3969
000000326128.png,1.0,none,1.000000,1,7.3037,7.3037
000000326128.png,1.0,center_crop_0.5,0.500000,0,7.3037,6.4802
000000326128.png,1.0,center_crop_0.75,0.750000,0,7.3037,7.1802
000000326128.png,1.0,random_crop_0.5,0.531250,0,7.3037,5.9871
000000326128.png,1.0,jpeg_q30,1.000000,1,7.3037,9.8496
000000341681.png,0.5,none,1.000000,1,9.5052,9.5052
000000341681.png,0.5,center_crop_0.5,0.500000,0,9.5052,7.0591
000000341681.png,0.5,center_crop_0.75,0.562500,0,9.5052,7.4397
000000341681.png,0.5,random_crop_0.5,0.500000,0,9.5052,7.5827
000000341681.png,0.5,jpeg_q30,1.000000,1,9.5052,12.8297
000000341681.png,0.6,none,1.000000,1,8.7157,8.7157
000000341681.png,0.6,center_crop_0.5,0.500000,0,8.7157,7.0591
000000341681.png,0.6,center_crop_0.75,0.625000,0,8.7157,6.9700
000000341681.png,0.6,random_crop_0.5,0.500000,0,8.7157,8.2685
000000341681.png,0.6,jpeg_q30,1.000000,1,8.7157,12.1035
000000341681.png,0.7,none,1.000000,1,8.0350,8.0350
000000341681.png,0.7,center_crop_0.5,0.500000,0,8.0350,7.0591
000000341681.png,0.7,center_crop_0.75,0.625000,0,8.0350,6.9700
000000341681.png,0.7,random_crop_0.5,0.562500,0,8.0350,6.9875
000000341681.png,0.7,jpeg_q30,1.000000,1,8.0350,11.4121
000000341681.png,0.8,none,1.000000,1,7.4722,7.4722
000000341681.png,0.8,center_crop_0.5,0.500000,0,7.4722,7.0591
000000341681.png,0.8,center_crop_0.75,0.625000,0,7.4722,6.9700
000000341681.png,0.8,random_crop_0.5,0.718750,0,7.4722,6.9655
000000341681.png,0.8,jpeg_q30,1.000000,1,7.4722,10.8074
000000341681.png,0.9,none,1.000000,1,6.9597,6.9597
000000341681.png,0.9,center_crop_0.5,0.500000,0,6.9597,7.0591
000000341681.png,0.9,center_crop_0.75,0.625000,0,6.9597,6.9700
000000341681.png,0.9,random_crop_0.5,0.468750,0,6.9597,6.9585
000000341681.png,0.9,jpeg_q30,1.000000,1,6.9597,10.2802
000000341681.png,1.0,none,1.000000,1,6.4647,6.4647
000000341681.png,1.0,center_crop_0.5,0.500000,0,6.4647,7.0591
000000341681.png,1.0,center_crop_0.75,0.625000,0,6.4647,6.9700
000000341681.png,1.0,random_crop_0.5,0.531250,0,6.4647,7.0919
000000341681.png,1.0,jpeg_q30,1.000000,1,6.4647,9.7167
000000358427.png,0.5,none,1.000000,1,10.1993,10.1993
000000358427.png,0.5,center_crop_0.5,0.500000,0,10.1993,7.5461
000000358427.png,0.5,center_crop_0.75,0.562500,0,10.1993,8.0388
000000358427.png,0.5,random_crop_0.5,0.531250,0,10.1993,7.8637
000000358427.png,0.5,jpeg_q30,0.968750,0,10.1993,13.0452
000000358427.png,0.6,none,1.000000,1,9.4087,9.4087
000000358427.png,0.6,center_crop_0.5,0.500000,0,9.4087,7.5461
000000358427.png,0.6,center_crop_0.75,0.625000,0,9.4087,7.6066
000000358427.png,0.6,random_crop_0.5,0.500000,0,9.4087,7.4238
000000358427.png,0.6,jpeg_q30,0.968750,0,9.4087,12.2456
000000358427.png,0.7,none,1.000000,1,8.7174,8.7174
000000358427.png,0.7,center_crop_0.5,0.500000,0,8.7174,7.5461
000000358427.png,0.7,center_crop_0.75,0.625000,0,8.7174,7.6066
000000358427.png,0.7,random_crop_0.5,0.687500,0,8.7174,7.5203
000000358427.png,0.7,jpeg_q30,0.968750,0,8.7174,11.5724
000000358427.png,0.8,none,1.000000,1,8.1607,8.1607
000000358427.png,0.8,center_crop_0.5,0.500000,0,8.1607,7.5461
000000358427.png,0.8,center_crop_0.75,0.625000,0,8.1607,7.6066
000000358427.png,0.8,random_crop_0.5,0.437500,0,8.1607,8.0501
000000358427.png,0.8,jpeg_q30,1.000000,1,8.1607,11.0043
000000358427.png,0.9,none,1.000000,1,7.6081,7.6081
000000358427.png,0.9,center_crop_0.5,0.500000,0,7.6081,7.5461
000000358427.png,0.9,center_crop_0.75,0.625000,0,7.6081,7.6066
000000358427.png,0.9,random_crop_0.5,0.500000,0,7.6081,7.3942
000000358427.png,0.9,jpeg_q30,1.000000,1,7.6081,10.4445
000000358427.png,1.0,none,1.000000,1,7.1183,7.1183
000000358427.png,1.0,center_crop_0.5,0.500000,0,7.1183,7.5461
000000358427.png,1.0,center_crop_0.75,0.625000,0,7.1183,7.6066
000000358427.png,1.0,random_crop_0.5,0.500000,0,7.1183,7.6094
000000358427.png,1.0,jpeg_q30,1.000000,1,7.1183,9.9174
000000360137.png,0.5,none,1.000000,1,10.6701,10.6701
000000360137.png,0.5,center_crop_0.5,0.500000,0,10.6701,7.5065
000000360137.png,0.5,center_crop_0.75,0.718750,0,10.6701,8.0197
000000360137.png,0.5,random_crop_0.5,0.562500,0,10.6701,9.4278
000000360137.png,0.5,jpeg_q30,1.000000,1,10.6701,12.9486
000000360137.png,0.6,none,1.000000,1,9.8967,9.8967
000000360137.png,0.6,center_crop_0.5,0.500000,0,9.8967,7.5065
000000360137.png,0.6,center_crop_0.75,0.843750,0,9.8967,7.5922
000000360137.png,0.6,random_crop_0.5,0.531250,0,9.8967,7.9644
000000360137.png,0.6,jpeg_q30,1.000000,1,9.8967,12.1880
000000360137.png,0.7,none,1.000000,1,9.2388,9.2388
000000360137.png,0.7,center_crop_0.5,0.500000,0,9.2388,7.5065
000000360137.png,0.7,center_crop_0.75,0.843750,0,9.2388,7.5922
000000360137.png,0.7,random_crop_0.5,0.468750,0,9.2388,7.4188
000000360137.png,0.7,jpeg_q30,1.000000,1,9.2388,11.5070
000000360137.png,0.8,none,1.000000,1,8.7262,8.7262
000000360137.png,0.8,center_crop_0.5,0.500000,0,8.7262,7.5065
000000360137.png,0.8,center_crop_0.75,0.843750,0,8.7262,7.5922
000000360137.png,0.8,random_crop_0.5,0.562500,0,8.7262,6.6434
000000360137.png,0.8,jpeg_q30,1.000000,1,8.7262,10.9517
000000360137.png,0.9,none,1.000000,1,8.1973,8.1973
000000360137.png,0.9,center_crop_0.5,0.500000,0,8.1973,7.5065
000000360137.png,0.9,center_crop_0.75,0.843750,0,8.1973,7.5922
000000360137.png,0.9,random_crop_0.5,0.531250,0,8.1973,7.5586
000000360137.png,0.9,jpeg_q30,1.000000,1,8.1973,10.3963
000000360137.png,1.0,none,1.000000,1,7.7451,7.7451
000000360137.png,1.0,center_crop_0.5,0.500000,0,7.7451,7.5065
000000360137.png,1.0,center_crop_0.75,0.843750,0,7.7451,7.5922
000000360137.png,1.0,random_crop_0.5,0.500000,0,7.7451,7.4452
000000360137.png,1.0,jpeg_q30,1.000000,1,7.7451,9.8795
000000397681.png,0.5,none,1.000000,1,10.1787,10.1787
000000397681.png,0.5,center_crop_0.5,0.500000,0,10.1787,6.4279
000000397681.png,0.5,center_crop_0.75,0.531250,0,10.1787,6.7267
000000397681.png,0.5,random_crop_0.5,0.468750,0,10.1787,6.6752
000000397681.png,0.5,jpeg_q30,1.000000,1,10.1787,12.6065
000000397681.png,0.6,none,1.000000,1,9.4140,9.4140
000000397681.png,0.6,center_crop_0.5,0.500000,0,9.4140,6.4279
000000397681.png,0.6,center_crop_0.75,0.562500,0,9.4140,6.5316
000000397681.png,0.6,random_crop_0.5,0.593750,0,9.4140,6.5232
000000397681.png,0.6,jpeg_q30,1.000000,1,9.4140,11.8867
000000397681.png,0.7,none,1.000000,1,8.7516,8.7516
000000397681.png,0.7,center_crop_0.5,0.500000,0,8.7516,6.4279
000000397681.png,0.7,center_crop_0.75,0.562500,0,8.7516,6.5316
000000397681.png,0.7,random_crop_0.5,0.625000,0,8.7516,6.4351
000000397681.png,0.7,jpeg_q30,1.000000,1,8.7516,11.2352
000000397681.png,0.8,none,1.000000,1,8.1985,8.1985
000000397681.png,0.8,center_crop_0.5,0.500000,0,8.1985,6.4279
000000397681.png,0.8,center_crop_0.75,0.562500,0,8.1985,6.5316
000000397681.png,0.8,random_crop_0.5,0.562500,0,8.1985,6.3414
000000397681.png,0.8,jpeg_q30,1.000000,1,8.1985,10.6782
000000397681.png,0.9,none,1.000000,1,7.6921,7.6921
000000397681.png,0.9,center_crop_0.5,0.500000,0,7.6921,6.4279
000000397681.png,0.9,center_crop_0.75,0.562500,0,7.6921,6.5316
000000397681.png,0.9,random_crop_0.5,0.468750,0,7.6921,6.5547
000000397681.png,0.9,jpeg_q30,1.000000,1,7.6921,10.1968
000000397681.png,1.0,none,1.000000,1,7.2005,7.2005
000000397681.png,1.0,center_crop_0.5,0.500000,0,7.2005,6.4279
000000397681.png,1.0,center_crop_0.75,0.562500,0,7.2005,6.5316
000000397681.png,1.0,random_crop_0.5,0.500000,0,7.2005,6.6332
000000397681.png,1.0,jpeg_q30,1.000000,1,7.2005,9.6426
000000400573.png,0.5,none,1.000000,1,9.9132,9.9132
000000400573.png,0.5,center_crop_0.5,0.500000,0,9.9132,6.8505
000000400573.png,0.5,center_crop_0.75,0.593750,0,9.9132,7.3537
000000400573.png,0.5,random_crop_0.5,0.406250,0,9.9132,7.6317
000000400573.png,0.5,jpeg_q30,1.000000,1,9.9132,12.9420
000000400573.png,0.6,none,1.000000,1,9.1451,9.1451
000000400573.png,0.6,center_crop_0.5,0.500000,0,9.1451,6.8505
000000400573.png,0.6,center_crop_0.75,0.687500,0,9.1451,6.9720
000000400573.png,0.6,random_crop_0.5,0.500000,0,9.1451,6.7681
000000400573.png,0.6,jpeg_q30,1.000000,1,9.1451,12.1898
000000400573.png,0.7,none,1.000000,1,8.4843,8.4843
000000400573.png,0.7,center_crop_0.5,0.500000,0,8.4843,6.8505
000000400573.png,0.7,center_crop_0.75,0.687500,0,8.4843,6.9720
000000400573.png,0.7,random_crop_0.5,0.531250,0,8.4843,7.1055
000000400573.png,0.7,jpeg_q30,1.000000,1,8.4843,11.5207
000000400573.png,0.8,none,1.000000,1,7.9599,7.9599
000000400573.png,0.8,center_crop_0.5,0.500000,0,7.9599,6.8505
000000400573.png,0.8,center_crop_0.75,0.687500,0,7.9599,6.9720
000000400573.png,0.8,random_crop_0.5,0.500000,0,7.9599,6.6999
000000400573.png,0.8,jpeg_q30,1.000000,1,7.9599,10.9602
000000400573.png,0.9,none,1.000000,1,7.4407,7.4407
000000400573.png,0.9,center_crop_0.5,0.500000,0,7.4407,6.8505
000000400573.png,0.9,center_crop_0.75,0.687500,0,7.4407,6.9720
000000400573.png,0.9,random_crop_0.5,0.468750,0,7.4407,6.8948
000000400573.png,0.9,jpeg_q30,1.000000,1,7.4407,10.4059
000000400573.png,1.0,none,1.000000,1,6.9574,6.9574
000000400573.png,1.0,center_crop_0.5,0.500000,0,6.9574,6.8505
000000400573.png,1.0,center_crop_0.75,0.687500,0,6.9574,6.9720
000000400573.png,1.0,random_crop_0.5,0.562500,0,6.9574,6.6291
000000400573.png,1.0,jpeg_q30,1.000000,1,6.9574,9.8587
000000401250.png,0.5,none,1.000000,1,9.4841,9.4841
000000401250.png,0.5,center_crop_0.5,0.500000,0,9.4841,7.0847
000000401250.png,0.5,center_crop_0.75,0.562500,0,9.4841,7.4933
000000401250.png,0.5,random_crop_0.5,0.531250,0,9.4841,8.3401
000000401250.png,0.5,jpeg_q30,1.000000,1,9.4841,12.7740
000000401250.png,0.6,none,1.000000,1,8.7042,8.7042
000000401250.png,0.6,center_crop_0.5,0.500000,0,8.7042,7.0847
000000401250.png,0.6,center_crop_0.75,0.593750,0,8.7042,7.0120
000000401250.png,0.6,random_crop_0.5,0.562500,0,8.7042,7.5599
000000401250.png,0.6,jpeg_q30,1.000000,1,8.7042,12.0514
000000401250.png,0.7,none,1.000000,1,8.0294,8.0294
000000401250.png,0.7,center_crop_0.5,0.500000,0,8.0294,7.0847
000000401250.png,0.7,center_crop_0.75,0.593750,0,8.0294,7.0120
000000401250.png,0.7,random_crop_0.5,0.531250,0,8.0294,6.9515
